name,Make,variant,price,mileage,Type,Model,Body,Fuel,Other Fuel Types,CO2 Emission,Emission Label,Emission Class,horse power,Displacement,Cylinders,Warranty,Previous Owners,first registration,First Registration,Consumption,consumption_country,consumption_city,Electricity consumption,Gearing Type,Gears,Nr. of Seats,Nr. of Doors,Paint Type,Body Color Original,Body Color,Upholstery,Inspection new,Next Inspection,Last Service Date,Full Service,Last Timing Belt Service Date,Perm. GVW,Drive chain,Model Code,Weight,Non-smoking Vehicle,Country version,Offer Number,url_address
SEAT Ibiza,SEAT,1.2 Amaro,€ 990.-,157000,Used,Ibiza,Compact,Gasoline,,142 g/km (comb),,Euro 4,69,"1,198 cc",3,,1,08/2008,2008,6 l/100 km (comb),5.1 l/100 km (country),7.8 l/100 km (city),,Manual,5,4,3,,crono yellow,Yellow,Cloth,,05/2021,,,,,Front,,,,Germany,2690,https://www.autoscout24.com/offers/seat-ibiza-1-2-amaro-gasoline-yellow-c21bc313-99ae-419c-91b2-9addbeed7370?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volvo V40,Volvo,2.0 Kombi,€ 990.-,242480,Used,V40,Station wagon,Super 95,,198 g/km (comb),4 (Green),Euro 3,136,"1,948 cc",,,,06/2001,2001,,,,,Manual,5,5,,,Schwarz,Black,Other,,,,,,,,9101/822,,,Germany,1085_35995,https://www.autoscout24.com/offers/volvo-v40-2-0-kombi-gasoline-black-a8e6e4a0-3db2-41a6-a9af-26afbf79ec15?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Audi A6,Audi,2.5 Diesel Automatik,€ 990.-,239600,Used,A6,Station wagon,Diesel,,,3 (Yellow),Euro 3,163,"2,496 cc",,,,10/2002,2002,,,,,Automatic,,5,5,Metallic,Dunkelblau Metallic,Blue,Other,,,,,,,,0588/800,"1,720 kg",,Germany,3131_49703,https://www.autoscout24.com/offers/audi-a6-2-5-diesel-automatik-diesel-blue-a3f4cf58-3426-4a57-ab6e-26e7749ad39a?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volkswagen Polo,Volkswagen,"Coupe ""Style""",€ 999.-,132845,Used,Polo,Sedans,Super 95,,0 g/km (comb),4 (Green),,45,"1,043 cc",4,,2,07/1994,1994,0 l/100 km (comb),0 l/100 km (country),0 l/100 km (city),,Manual,5,5,2,,classicgrün Perleffekt,Green,"Cloth, Black",,07/2021,,,,,Front,0600/662,770 kg,,Germany,_013,https://www.autoscout24.com/offers/volkswagen-polo-coupe-style-gasoline-green-3238db3b-fa0c-4dc8-a4d7-dab5362aea45?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Daihatsu Cuore,Daihatsu,,€ 999.-,119000,Used,Cuore,Compact,Gasoline,,114 g/km (comb),,Euro 4,58,989 cc,,,,09/2005,2005,4.8 l/100 km (comb),4.1 l/100 km (country),6 l/100 km (city),,Manual,,4,4,,Silber,Silver,"Cloth, Black",,,,,,,,7111/379,,,,8912,https://www.autoscout24.com/offers/daihatsu-cuore-gasoline-silver-21e7cb8b-9e8e-40bd-a876-d00429812a06?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Opel Zafira,Opel,"A Selection Executive 2.2 16V 108 kW (147 PS), ...",€ 999.-,164183,Used,Zafira,Van,Super 95,,214 g/km (comb),4 (Green),Euro 4,147,"2,198 cc",4,,2,01/2002,2002,8.9 l/100 km (comb),7 l/100 km (country),12.2 l/100 km (city),,Manual,5,7,5,,Starsilber III M2,Silver,Cloth,,,,,,,Front,0035/402,"1,495 kg",,Germany,4185,https://www.autoscout24.com/offers/opel-zafira-a-selection-executive-2-2-16v-108-kw-147-ps-gasoline-silver-eb8e49ee-4fd6-4465-961f-af91022894f4?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Fiat Ulysse,Fiat,"2,0 16V Klimaautomatik AHK !! Autogas LPG !!",€ 999.-,229964,Used,Ulysse,Van,Super 95 / Super Plus 98 / Super E10 95 / Super Plus E10 98 / Liquid petroleum gas (LPG),Super Plus 98,,4 (Green),Euro 3,136,"1,997 cc",,,,01/2004,2004,,,,,Manual,5,5,5,,,,"Cloth, Black",,05/2021,,,,,,4136/541,"1,645 kg",,Germany,d21849,https://www.autoscout24.com/offers/fiat-ulysse-2-0-16v-klimaautomatik-ahk-autogas-lpg-gasoline-7c373a6a-acc8-47d3-9e78-1ddddfbcda6c?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volkswagen Passat,Volkswagen,1.8 T Comfortline Klimaautomatik AHK,€ 999.-,350000,Used,Passat,Sedans,Gasoline,,197 g/km (comb),4 (Green),Euro 4,150,"1,781 cc",,,,01/2001,2001,8.2 l/100 km (comb),6.4 l/100 km (country),11.4 l/100 km (city),,Manual,,5,4,Metallic,,Silver,"Cloth, Black",,06/2021,,,,,,0603/617,,,,,https://www.autoscout24.com/offers/volkswagen-passat-1-8-t-comfortline-klimaautomatik-ahk-gasoline-silver-5703d5cf-870c-4717-a4d6-789ce53fd28c?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Jaguar X-Type,Jaguar,KLIMAUTO CD/RADIO,€ 999.-,130000,Used,X-Type,Station wagon,Gasoline,,289 g/km (comb),4 (Green),Euro 3,196,"2,495 cc",,,,02/2006,2006,12.1 l/100 km (comb),8.7 l/100 km (country),17.9 l/100 km (city),,Manual,,5,4,,Schwarz,Black,"Part leather, Black",,02/2021,,,,,,2051/AAE,,,,2805,https://www.autoscout24.com/offers/jaguar-x-type-klimauto-cd-radio-gasoline-black-e5f9f66d-c280-4914-8113-fd21c68d9cd0?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volkswagen Golf,Volkswagen,1.4 Comfortline Kupplung neue,€ 999.-,245000,Used,Golf,Sedans,Gasoline,,158 g/km (comb),4 (Green),Euro 4,75,"1,390 cc",4,,,10/2000,2000,6.6 l/100 km (comb),5.3 l/100 km (country),8.9 l/100 km (city),,Manual,5,5,3,Metallic,,Black,,Yes,02/2023,07/2020,,,,,0603/419,"1,090 kg",,,,https://www.autoscout24.com/offers/volkswagen-golf-1-4-comfortline-kupplung-neue-gasoline-black-7d148d96-8ba4-990d-e053-e250040a2685?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volkswagen Lupo,Volkswagen,Basis/ TÜV 2022/USB/AUX/Zentralverrieglung,"€ 1,099.-",106500,Used,Lupo,Sedans,Super 95,,0 g/km (comb),,Euro 4,50,999 cc,4,,,10/1998,1998,,,,,Manual,5,,2,Metallic,schwarz,Black,Blue,,07/2022,,,,,,0603/450,,,,147349425,https://www.autoscout24.com/offers/volkswagen-lupo-basis-tuev-2022-usb-aux-zentralverrieglung-gasoline-black-ed879fc5-e9dc-466b-8789-a051012bef18?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Mazda,Mazda,1.8 Comfort (4-trg.)*ALU*KLIMA*,"€ 1,100.-",189000,Used,,Sedans,Gasoline,,192 g/km (comb),4 (Green),Euro 4,120,"1,798 cc",4,,,08/2003,2003,8.3 l/100 km (comb),6.3 l/100 km (country),11.7 l/100 km (city),,Manual,5,5,4,,Silver Contrail,Silver,Cloth,,04/2021,,,,,Front,7118/AAE,"1,345 kg",,,1560,https://www.autoscout24.com/offers/mazda-others-1-8-comfort-4-trg-alu-klima-gasoline-silver-648738d7-d9af-41d4-825c-c82f3afc83e2?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Ford Cougar,Ford,24V/Klimaaut./SHZ/Vollleder/Schiebedach,"€ 1,150.-",164770,Used,Cougar,Coupe,Super 95,,228 g/km (comb),,,170,"2,544 cc",,,,05/2000,2000,9.5 l/100 km (comb),7.3 l/100 km (country),13.4 l/100 km (city),,Manual,,4,2,Metallic,eissilber,Silver,"Full leather, Black",,,,,,,,,,,Germany,6221-144,https://www.autoscout24.com/offers/ford-cougar-24v-klimaaut-shz-vollleder-schiebedach-gasoline-silver-91951ef9-cc3a-4d24-beb8-29c82b1efd25?cldtidx=1&cldtsrc=listPage&searchId=1964176808
BMW 316,BMW,Baureihe 3 Touring 316i Schiebedach/AHK/Klima,"€ 1,190.-",224770,Used,316,Compact,Regular/Benzine 91,,177 g/km (comb),4 (Green),Euro 4,116,"1,796 cc",,,,07/2002,2002,7.3 l/100 km (comb),5.6 l/100 km (country),10.3 l/100 km (city),,Manual,,5,4,Metallic,ORIENTBLAU,Blue,"Cloth, Black",,05/2021,,,,,,,,,Germany,,https://www.autoscout24.com/offers/bmw-316-baureihe-3-touring-316i-schiebedach-ahk-klima-gasoline-blue-2aadae53-9e11-4b12-8092-795fb08d495b?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Mercedes-Benz A 140,Mercedes-Benz,A - Klasse A 140. Automatik. Klima,"€ 1,200.-",135550,Used,A 140,Sedans,Regular/Benzine 91,,180 g/km (comb),4 (Green),Euro 4,82,"1,598 cc",,,5,09/2002,2002,7.5 l/100 km (comb),5.9 l/100 km (country),10.5 l/100 km (city),,Automatic,,5,4,Metallic,polarsilber metallic,Silver,"Cloth, Grey",,01/2022,,,,,,,,,,,https://www.autoscout24.com/offers/mercedes-benz-a-140-a-klasse-a-140-automatik-klima-gasoline-silver-c0cf28d6-ea52-44d7-8b44-e0520ea358ea?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Opel Astra,Opel,Edition H GTC - MOTORSCHADEN!!!!!,"€ 1,200.-",160900,Used,Astra,Compact,Gasoline,,149 g/km (comb),,Euro 4,90,"1,364 cc",4,,,10/2005,2005,6.3 l/100 km (comb),5 l/100 km (country),8 l/100 km (city),,Manual,5,5,3,Metallic,Saphirschwarz Mi2,Black,"Cloth, Black",,07/2022,,,,,Front,0035/546,"1,220 kg",,,,https://www.autoscout24.com/offers/opel-astra-edition-h-gtc-motorschaden-gasoline-black-2d486fa9-c173-412a-b699-c1d7aea9529b?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Peugeot 206,Peugeot,1.6i 16v Roland Garros,"€ 1,200.-",235000,Used,206,Convertible,Gasoline,,166 g/km (comb),,Euro 3,109,"1,587 cc",4,,,10/2003,2003,7 l/100 km (comb),5.7 l/100 km (country),9.5 l/100 km (city),,Manual,5,4,2,Metallic,,Green,"Full leather, Beige",,,,,,,Front,,"1,215 kg",,,,https://www.autoscout24.com/offers/peugeot-206-1-6i-16v-roland-garros-gasoline-green-bcdba2c0-6ede-4ba2-89bc-b7312d2f30b3?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Ford Fiesta,Ford,1.4 Trend,"€ 1,250.-",140000,Used,Fiesta,Compact,Gasoline,,152 g/km (comb),,Euro 4,80,"1,388 cc",4,,1,12/2002,2002,6.4 l/100 km (comb),5.7 l/100 km (country),9.1 l/100 km (city),,Manual,5,5,5,Metallic,graphit-grau,Grey,Cloth,,11/2021,,,,,Front,,,,Germany,0841,https://www.autoscout24.com/offers/ford-fiesta-1-4-trend-gasoline-grey-8c4c7396-054c-41a8-a8f9-00787a733eb2?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Hyundai Getz,Hyundai,1.6 GLS Automatik Klima,"€ 1,250.-",144000,Used,Getz,Compact,Gasoline,,183 g/km (comb),,Euro 4,105,"1,599 cc",4,,1,04/2004,2004,7.6 l/100 km (comb),6.2 l/100 km (country),10.1 l/100 km (city),,Automatic,4,5,3,Metallic,clean silver,Silver,Cloth,,06/2021,,,,,Front,,,,Germany,3756,https://www.autoscout24.com/offers/hyundai-getz-1-6-gls-automatik-klima-gasoline-silver-4ba5d7b6-b648-4b3d-8718-4b607c9adaf4?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Mercedes-Benz A 140,Mercedes-Benz,*SITZHEIZUNG+KLIMAANLAGE+FINANZIERUNG+ESP*,"€ 1,270.-",125000,Used,A 140,Sedans,Regular/Benzine 91,,168 g/km (comb),4 (Green),Euro 3,82,"1,397 cc",4,,,09/2001,2001,7.1 l/100 km (comb),5.6 l/100 km (country),9.8 l/100 km (city),,Manual,5,5,5,Metallic,polarsilber,Silver,Cloth,,,,,,,Front,0000/000,"1,105 kg",,,6kmJ623667pf,https://www.autoscout24.com/offers/mercedes-benz-a-140-sitzheizung-klimaanlage-finanzierung-esp-gasoline-silver-dfc36d57-8427-460c-b6d0-9c300f8d8966?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volkswagen Passat Variant,Volkswagen,Passat 1.9 TDI Variant Basis*Klima*SHZ*Tempomat*,"€ 1,290.-",424423,Used,Passat Variant,Station wagon,Diesel,,154 g/km (comb),3 (Yellow),Euro 3,101,"1,896 cc",,,,02/2003,2003,5.7 l/100 km (comb),4.8 l/100 km (country),7.3 l/100 km (city),,Manual,,5,4,Metallic,piniengruen metallic,Green,"Cloth, Grey",,,,,,,,,,,Germany,,https://www.autoscout24.com/offers/volkswagen-passat-variant-passat-1-9-tdi-variant-basis-klima-shz-tempomat-diesel-green-a5df53d1-4e67-45a3-98f5-9644c2bc0006?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Fiat Seicento,Fiat,0.9 SX 39PS Ganzjahresreifen HU NEU,"€ 1,299.-",52980,Used,Seicento,Compact,Super E10 95,,145 g/km (comb),4 (Green),Euro 2,39,899 cc,,,3,11/1998,1998,6.1 l/100 km (comb),5.1 l/100 km (country),7.9 l/100 km (city),,Manual,,5,2,,Hellgrün,Green,"Cloth, Other",Yes,,,,,,,4136/348,,,Germany,341-A,https://www.autoscout24.com/offers/fiat-seicento-0-9-sx-39ps-ganzjahresreifen-hu-neu-gasoline-green-17ae43e7-bd97-41d6-b3ca-06bc565975ca?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volkswagen Polo,Volkswagen,1.9 SDi Base 1°EIG GOEDE STAAT EXPORT OF HANDEL,"€ 1,299.-",160000,Used,Polo,Sedans,Diesel,,127 g/km (comb),,Euro 3,64,"1,896 cc",4,,1,09/2003,2003,4.7 l/100 km (comb),3.9 l/100 km (country),6.2 l/100 km (city),,Manual,5,5,5,Metallic,,Black,"Cloth, Black",,,,,,,,,"1,130 kg",,,,https://www.autoscout24.com/offers/volkswagen-polo-1-9-sdi-base-1eig-goede-staat-export-of-handel-diesel-black-15b0b626-079b-44c2-97fb-6294be86eced?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Chrysler Voyager,Chrysler,*GS* Voyager,"€ 1,350.-",207000,Used,Voyager,Van,Regular/Benzine 91,,,4 (Green),Euro 4,150,"2,429 cc",4,,,11/1998,1998,0 l/100 km (comb),,,,Automatic,,,5,Metallic,,Silver,Cloth,,01/2021,,,,,Front,1004/000,,,,531540,https://www.autoscout24.com/offers/chrysler-voyager-gs-voyager-gasoline-silver-3072d93c-49f6-41df-8da8-0c8fbc7107c0?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Mercedes-Benz E 270,Mercedes-Benz,CDI T-Modell Avantgarde/SHD/Autom./Xenon Sitzhzg.,"€ 1,390.-",378000,Used,E 270,Station wagon,Diesel,,193 g/km (comb),,,170,"2,685 cc",5,,2,02/2000,2000,7.3 l/100 km (comb),5.9 l/100 km (country),9.8 l/100 km (city),,Automatic,5,5,5,Metallic,Smaragdschwarzmet.,Black,Grey,,01/2022,,,,,Rear,0710/424,,,Germany,3851,https://www.autoscout24.com/offers/mercedes-benz-e-270-cdi-t-modell-avantgarde-shd-autom-xenon-sitzhzg-diesel-black-63edee85-449c-493f-a50a-5bb7cf9cb7bf?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Opel Vectra,Opel,"C 2,2 Caravan Edition*Klima*Navi*","€ 1,390.-",196000,Used,Vectra,Station wagon,Regular/Benzine 91,,197 g/km (comb),4 (Green),Euro 4,155,"2,198 cc",,,,03/2005,2005,8.2 l/100 km (comb),6.7 l/100 km (country),10.7 l/100 km (city),,Manual,,5,4,Metallic,Starsilber III M2,Silver,,,,,,,,,,,,Germany,,https://www.autoscout24.com/offers/opel-vectra-c-2-2-caravan-edition-klima-navi-gasoline-silver-de3f0efd-a518-4864-93ca-1c9a558c39c7?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Chrysler PT Cruiser,Chrysler,2.0i 16v # Très belle !,"€ 1,450.-",195227,Used,PT Cruiser,Sedans,Gasoline,,196 g/km (comb),,Euro 3,141,"1,995 cc",4,,,01/2003,2003,8.4 l/100 km (comb),6.9 l/100 km (country),10.8 l/100 km (city),,Manual,5,5,5,Metallic,,Blue,"Velour, Grey",,,,,,,,,"1,352 kg",,Belgium,,https://www.autoscout24.com/offers/chrysler-pt-cruiser-2-0i-16v-tres-belle-gasoline-blue-a8358481-242c-423f-a893-5a4fbd4fbbfd?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Mercedes-Benz C 180,Mercedes-Benz,Limousine Automatik Getriebeschaden!,"€ 1,490.-",95400,Used,C 180,Sedans,Super 95 / Super Plus 98 / Super E10 95 / Super Plus E10 98,Super Plus 98,,1 (No sticker),,129,"1,995 cc",,,,04/2002,2002,,,,,Automatic,,5,5,,Gold,Gold,"Cloth, Black",,,,,,,,0710/478,,,Germany,d22052,https://www.autoscout24.com/offers/mercedes-benz-c-180-limousine-automatik-getriebeschaden-gasoline-gold-72557bb2-7c0f-4a78-9497-49a0f4d7a7a9?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volkswagen Polo,Volkswagen,III Lim. Edition 2.Hd/Pano-Dach,"€ 1,490.-",128640,Used,Polo,Compact,Regular/Benzine 91,,144 g/km (comb),4 (Green),Euro 4,50,999 cc,,,2,05/2001,2001,6 l/100 km (comb),4.8 l/100 km (country),8 l/100 km (city),,Manual,,5,2,,surfblue,Blue,"Cloth, Black",,10/2022,,,,,,,,,Germany,,https://www.autoscout24.com/offers/volkswagen-polo-iii-lim-edition-2-hd-pano-dach-gasoline-blue-53c16463-1f5a-43a8-84c3-9e059c9803ea?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volvo V40,Volvo,Kombi 1.8 16V ++ RECHTSLENKER ++ LEDER KLIMA,"€ 1,490.-",160000,Used,V40,Station wagon,Regular/Benzine 91,,212 g/km (comb),4 (Green),Euro 4,122,"1,783 cc",,,,04/2003,2003,8.9 l/100 km (comb),6.5 l/100 km (country),13.2 l/100 km (city),,Automatic,,5,4,Metallic,TITANIUM GREY METALLIC,Grey,"Full leather, Beige",,09/2021,,,,,,,,,,,https://www.autoscout24.com/offers/volvo-v40-kombi-1-8-16v-rechtslenker-leder-klima-gasoline-grey-1465ed06-8aa4-4a69-817c-afc96548f153?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Mazda 5,Mazda,2.0 Diesel,"€ 1,490.-",262500,Used,5,Van,Diesel,,173 g/km (comb),4 (Green),Euro 4,110,"1,998 cc",,,,08/2006,2006,6.3 l/100 km (comb),5.7 l/100 km (country),7.3 l/100 km (city),,Manual,6,7,,Metallic,Schwarz,Black,"Cloth, Other",,11/2019,,,,,,7118/AAU,"1,610 kg",,Germany,1064_60563,https://www.autoscout24.com/offers/mazda-5-2-0-diesel-diesel-black-1ad42984-9084-4e53-9817-9bbade7c6f9b?cldtidx=1&cldtsrc=listPage&searchId=1964176808
BMW 316,BMW,ti compact*KLIMAAUT.*ELEKTR. FENSTER*EURO4*,"€ 1,490.-",167000,Used,316,Sedans,Super 95,,167 g/km (comb),4 (Green),Euro 4,116,"1,796 cc",,,,02/2002,2002,6.9 l/100 km (comb),5.3 l/100 km (country),9.7 l/100 km (city),,Manual,,5,2,Metallic,pistaziengrün,Green,"Cloth, Black",Yes,,,,,,,0005/716,,,Germany,IC 04,https://www.autoscout24.com/offers/bmw-316-ti-compact-klimaaut-elektr-fenster-euro4-gasoline-green-b1eb1cf1-e18c-4f5a-872b-90348e413fb2?cldtidx=1&cldtsrc=listPage&searchId=1964176808
SEAT Ibiza,SEAT,"1,4 / 3-Türer + AHK + Klima + LM","€ 1,498.-",115880,Used,Ibiza,Compact,Gasoline,,161 g/km (comb),4 (Green),Euro 2,60,"1,390 cc",,,,08/1999,1999,6.7 l/100 km (comb),5.4 l/100 km (country),8.8 l/100 km (city),,Manual,,,2,Metallic,,Blue,Cloth,,04/2020,,,,,,7593/402,,,,,https://www.autoscout24.com/offers/seat-ibiza-1-4-3-tuerer-ahk-klima-lm-gasoline-blue-2c017a9a-1dc9-4bcd-9706-fe0465d930d4?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Dacia Logan,Dacia,Laureate * TÜV NEU 04.2023*,"€ 1,499.-",155003,Used,Logan,Other,Regular/Benzine 91,,166 g/km (comb),4 (Green),Euro 3,75,"1,390 cc",,,,06/2005,2005,7 l/100 km (comb),5.5 l/100 km (country),9.6 l/100 km (city),,Manual,,5,4,,,,,,04/2023,,,,,,,,,,EM218041,https://www.autoscout24.com/offers/dacia-logan-laureate-tuev-neu-04-2023-gasoline-fe5b5913-5549-4bbc-93d5-16b002e00226?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volkswagen Golf,Volkswagen,1.4 Comfortline Klima Schiebedach,"€ 1,499.-",189000,Used,Golf,Sedans,Gasoline,,163 g/km (comb),,Euro 4,75,"1,390 cc",4,,1,03/1998,1998,6.8 l/100 km (comb),5.6 l/100 km (country),9.1 l/100 km (city),,Manual,5,5,5,Metallic,atlanticblue perleffekt,Blue,Cloth,,09/2022,,,,,Front,,,,Germany,4370,https://www.autoscout24.com/offers/volkswagen-golf-1-4-comfortline-klima-schiebedach-gasoline-blue-5c04c19a-7997-4d03-8701-3ec2e09e7f0e?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Peugeot 206,Peugeot,1.4i XT*CARPASS*GARANTIE 1AN*,"€ 1,500.-",179000,Used,206,Sedans,Gasoline,,180 g/km (comb),,Euro 3,75,"1,360 cc",4,,,03/2001,2001,7.2 l/100 km (comb),5.6 l/100 km (country),10 l/100 km (city),,Manual,4,5,5,,,Green,"Velour, Green",,,,,,,Front,,"1,055 kg",,,,https://www.autoscout24.com/offers/peugeot-206-1-4i-xt-carpass-garantie-1an-gasoline-green-3efa553f-f98f-4ce0-bcc0-19c969a9493e?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Mercedes-Benz C 180,Mercedes-Benz,T Elegance guter zustand,"€ 1,500.-",212000,Used,C 180,Station wagon,Gasoline,,218 g/km (comb),4 (Green),Euro 3,122,"1,799 cc",4,,,08/1999,1999,9.2 l/100 km (comb),7.2 l/100 km (country),12.7 l/100 km (city),,Manual,5,5,5,,,Silver,,,11/2022,03/2021,,,,,0710/324,"1,410 kg",,,,https://www.autoscout24.com/offers/mercedes-benz-c-180-t-elegance-guter-zustand-gasoline-silver-4a14c20c-e323-4238-a5ef-1455cf3a42e9?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Opel Tigra,Opel,ALU/Allwetter/Sportpaket/elektrische FH,"€ 1,590.-",234500,Used,Tigra,Coupe,Super 95 / Regular/Benzine 91,Regular/Benzine 91,163 g/km (comb),4 (Green),,106,"1,598 cc",4,,,11/1996,1996,6.8 l/100 km (comb),5.5 l/100 km (country),9 l/100 km (city),,Manual,5,4,2,Metallic,blau,Blue,"Cloth, Black",Yes,,,,,,Front,0039/934,"1,091 kg",,Germany,2019175 GW__1,https://www.autoscout24.com/offers/opel-tigra-alu-allwetter-sportpaket-elektrische-fh-gasoline-blue-701f95c4-7232-4263-8479-ad462e6db426?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Chevrolet Matiz,Chevrolet,0.8 *Radio*5Trg*Scheckheft,"€ 1,599.-",91000,Used,Matiz,Compact,Regular/Benzine 91,,123 g/km (comb),4 (Green),Euro 4,52,796 cc,,,,01/2010,2010,5.2 l/100 km (comb),4.2 l/100 km (country),6.9 l/100 km (city),,Manual,,5,4,,Karbonschw GraphitSchw Midnigh,Black,"Cloth, Grey",,09/2022,,,,,,,,,Germany,,https://www.autoscout24.com/offers/chevrolet-matiz-0-8-radio-5trg-scheckheft-gasoline-black-5d38c424-b7d7-4df0-abc9-060e2e8e21e3?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Volkswagen Touran,Volkswagen,Klimaauto. Tempomat SHZ Scheckheft,"€ 1,600.-",292711,Used,Touran,Van,Diesel,,,4 (Green),Euro 4,101,"1,896 cc",,,1,06/2003,2003,,,,,Manual,,5,4,Metallic,,Black,"Cloth, Black",,02/2022,,,,,,,,,,,https://www.autoscout24.com/offers/volkswagen-touran-klimaauto-tempomat-shz-scheckheft-diesel-black-e7ca06c8-5dbc-473a-b7b0-cab18f05242e?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Audi A6,Audi,1.8 T Klimaautomatik Tüv 01/2023,"€ 1,650.-",212000,Used,A6,Sedans,Gasoline,,202 g/km (comb),4 (Green),Euro 3,150,"1,781 cc",,,,07/1997,1997,8.4 l/100 km (comb),6.6 l/100 km (country),11.3 l/100 km (city),,Manual,,5,4,Metallic,,Green,"Cloth, Other",,01/2023,,,,,,0588/651,,,,,https://www.autoscout24.com/offers/audi-a6-1-8-t-klimaautomatik-tuev-01-2023-gasoline-green-708b6370-3c9b-451b-b52b-fd2f943e8ae6?cldtidx=1&cldtsrc=listPage&searchId=1964176808
smart forTwo,smart,Cabrio passion Automatik Leder Navi Klima,"€ 1,650.-",170000,Used,forTwo,Convertible,Gasoline,,127 g/km (comb),,Euro 4,61,698 cc,3,,1,09/2003,2003,5.3 l/100 km (comb),4.6 l/100 km (country),6.5 l/100 km (city),,Automatic,6,2,2,Metallic,tridion silber,Silver,Full leather,,06/2021,,,,,Rear,,,,Germany,6450,https://www.autoscout24.com/offers/smart-fortwo-cabrio-passion-automatik-leder-navi-klima-gasoline-silver-a6b5361f-c509-45f5-9252-c74779883709?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Audi A3,Audi,1.6 Klima / Automatik / EFH / Radio,"€ 1,690.-",199000,Used,A3,Sedans,Super 95,,0 g/km (comb),4 (Green),,101,"1,595 cc",4,,3,06/2000,2000,,,,,Automatic,4,,4,Metallic,silber,Silver,"Cloth, Grey",,03/2023,,,,,4WD,0588/640,,,,06062000 GW__1,https://www.autoscout24.com/offers/audi-a3-1-6-klima-automatik-efh-radio-gasoline-silver-a3182fc2-6bdf-427f-8b44-e490c570cd27?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Peugeot 307,Peugeot,SW 110 HU/AU u.Insp. Neu *AKTIONSPREIS*,"€ 1,690.-",207320,Used,307,Station wagon,Super 95 / Super E10 95,Super E10 95,178 g/km (comb),,Euro 4,109,"1,587 cc",4,,3,11/2003,2003,7.7 l/100 km (comb),6.3 l/100 km (country),9.9 l/100 km (city),,Manual,5,5,5,Metallic,,Black,Cloth,,10/2018,,,,,Front,3003/569,"1,399 kg",,Germany,Hi./1548,https://www.autoscout24.com/offers/peugeot-307-sw-110-hu-au-u-insp-neu-aktionspreis-gasoline-black-dfe794eb-04a4-4790-a04b-8d74cdc7d8a0?cldtidx=1&cldtsrc=listPage&searchId=1964176808
Saab 9-3,Saab,1.9 TiD Automatik PDC el.Fenster,"€ 1,700.-",180000,Used,9-3,Sedans,Diesel,,159 g/km (comb),4 (Green),Euro 4,150,"1,910 cc",,,1,10/2004,2004,5.9 l/100 km (comb),4.9 l/100 km (country),7.7 l/100 km (city),,Automatic,,5,4,Metallic,,Black,"Cloth, Black",,,,,,,,,,,,4122271391,https://www.autoscout24.com/offers/saab-9-3-1-9-tid-automatik-pdc-el-fenster-diesel-black-99f8b187-b2eb-44c1-8ef7-074fc79fd952?cldtidx=1&cldtsrc=listPage&searchId=1964176808
